Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,MultibandAccelerationFactor,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__8,datatype-func_suffix-bold_task-movieDM,8,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,212.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__9,datatype-func_suffix-bold_task-movieDM,9,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,594.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__10,datatype-func_suffix-bold_task-movieDM,10,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,749.0,False,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__11,datatype-func_suffix-bold_task-movieDM,11,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,130.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__12,datatype-func_suffix-bold_task-movieDM,12,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,620.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__13,datatype-func_suffix-bold_task-movieDM,13,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,277.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__14,datatype-func_suffix-bold_task-movieDM,14,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,589.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__15,datatype-func_suffix-bold_task-movieDM,15,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,214.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__16,datatype-func_suffix-bold_task-movieDM,16,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,375.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__17,datatype-func_suffix-bold_task-movieDM,17,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,289.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__18,datatype-func_suffix-bold_task-movieDM,18,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,708.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__19,datatype-func_suffix-bold_task-movieDM,19,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,353.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__20,datatype-func_suffix-bold_task-movieDM,20,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,115.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__21,datatype-func_suffix-bold_task-movieDM,21,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,208.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__22,datatype-func_suffix-bold_task-movieDM,22,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,657.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__23,datatype-func_suffix-bold_task-movieDM,23,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,748.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__24,datatype-func_suffix-bold_task-movieDM,24,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,139.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__25,datatype-func_suffix-bold_task-movieDM,25,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,340.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2_datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieDM__26,datatype-func_suffix-bold_task-movieDM,26,1,90.0,90.0,66.0,0.03,0.0005,52.0,False,6.0,66,202.0,True,,1.0,j-,0.8,0.045,False,2.4,2.4,2.4
,,,,datatype-func_suffix-bold_task-movieTP__1,datatype-func_suffix-bold_task-movieTP,1,1039,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,250.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTOther_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__2,datatype-func_suffix-bold_task-movieTP,2,622,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,250.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__3,datatype-func_suffix-bold_task-movieTP,3,154,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,250.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__4,datatype-func_suffix-bold_task-movieTP,4,23,90.0,90.0,66.0,0.03,0.0005,52.0,False,6.0,66,255.0,True,,1.0,j-,0.8,0.045,False,2.4,2.4,2.4
,,,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__5,datatype-func_suffix-bold_task-movieTP,5,8,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,250.0,False,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__6,datatype-func_suffix-bold_task-movieTP,6,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,99.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__7,datatype-func_suffix-bold_task-movieTP,7,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,227.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__8,datatype-func_suffix-bold_task-movieTP,8,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,202.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTOther_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__9,datatype-func_suffix-bold_task-movieTP,9,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,250.0,True,,1.0,i,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2_datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-movieTP__10,datatype-func_suffix-bold_task-movieTP,10,1,90.0,90.0,66.0,0.03,0.0005,52.0,False,6.0,66,125.0,True,,1.0,j-,0.8,0.045,False,2.4,2.4,2.4
,,,,datatype-func_suffix-bold_task-rest__1,datatype-func_suffix-bold_task-rest,1,1829,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,375.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTOther_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__2,datatype-func_suffix-bold_task-rest,2,1408,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,375.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__3,datatype-func_suffix-bold_task-rest,3,316,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,375.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__4,datatype-func_suffix-bold_task-rest,4,311,78.0,78.0,54.0,0.04,0.00055,55.0,False,3.0,54,420.0,True,,1.0,j-,1.45,0.042,False,2.462,2.462,2.5
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__5,datatype-func_suffix-bold_task-rest,5,105,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,750.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__6,datatype-func_suffix-bold_task-rest,6,46,90.0,90.0,66.0,0.03,0.0005,52.0,False,6.0,66,370.0,True,,1.0,j-,0.8,0.045,False,2.4,2.4,2.4
,,,acquisition-VARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesObliquityVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__7,datatype-func_suffix-bold_task-rest,7,25,78.0,78.0,54.0,0.04,0.00055,55.0,False,3.0,54,420.0,False,,1.0,j-,1.45,0.042,False,2.462,2.462,2.5
,,,acquisition-VARIANTObliquity_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__8,datatype-func_suffix-bold_task-rest,8,19,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,375.0,False,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__9,datatype-func_suffix-bold_task-rest,9,1,78.0,76.0,54.0,0.04,0.00055,55.0,False,3.0,54,420.0,True,,1.0,j-,1.45,0.041,False,2.462,2.462,2.5
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__10,datatype-func_suffix-bold_task-rest,10,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,112.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__11,datatype-func_suffix-bold_task-rest,11,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,147.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__12,datatype-func_suffix-bold_task-rest,12,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,164.0,False,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__13,datatype-func_suffix-bold_task-rest,13,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,294.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__14,datatype-func_suffix-bold_task-rest,14,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,34.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__15,datatype-func_suffix-bold_task-rest,15,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,263.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__16,datatype-func_suffix-bold_task-rest,16,1,84.0,84.0,60.0,0.03,0.00059,31.0,False,6.0,60,303.0,True,,1.0,j-,0.8,0.049,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__17,datatype-func_suffix-bold_task-rest,17,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,374.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTRepetitionTimeDim1SizeDim2SizeDim3SizeNumVolumesVoxelSizeDim1VoxelSizeDim2VoxelSizeDim3_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__18,datatype-func_suffix-bold_task-rest,18,1,78.0,78.0,54.0,0.04,0.00055,55.0,False,3.0,54,70.0,True,,1.0,j-,1.45,0.042,False,2.462,2.462,2.5
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__19,datatype-func_suffix-bold_task-rest,19,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,252.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__20,datatype-func_suffix-bold_task-rest,20,1,84.0,84.0,60.0,0.03,0.00058,31.0,False,6.0,60,176.0,True,,1.0,j-,0.8,0.048,False,2.429,2.429,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_suffix-bold_task-rest,datatype-func_suffix-bold_task-rest__21,datatype-func_suffix-bold_task-rest,21,1,84.0,84.0,60.0,0.036,0.00071,31.0,False,6.0,60,750.0,True,,1.0,i,0.8,0.059,False,2.429,2.429,2.4
