Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,DwellTime,EchoTime,EffectiveEchoSpacing,FlipAngle,IntendedForKey00,IntendedForKey01,IntendedForKey02,IntendedForKey03,IntendedForKey04,IntendedForKey05,IntendedForKey06,MultibandAccelerationFactor,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,4,38,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j-,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,5,20,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,,,,,,,,,0,,True,2.0,1.0,j-,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,6,18,140.0,140.0,81.0,2.1e-06,0.089,0.000669999,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,2.0,False,,0.75,j-,4.1,0.0931298,1.714,1.714,1.7
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__7,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,7,12,96.0,96.0,72.0,3.2e-06,0.0762,0.00071998,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,,0.75,j-,3.11,0.0683981,2.0,2.0,2.0
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__8,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,8,7,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j-,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__9,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,9,6,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,,,,,,,,,0,,False,2.0,1.0,j-,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__10,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,10,5,104.0,104.0,60.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j-,3.32,0.0401697,1.798,1.798,2.4
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__11,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,11,3,140.0,140.0,81.0,2.1e-06,0.089,0.000669999,90.0,,,,,,,,,0,2.0,False,,0.75,j-,4.1,0.0931298,1.714,1.714,1.7
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__12,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,12,1,104.0,104.0,72.0,3.5e-06,0.1002,0.000478854,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j-,3.44,0.0493219,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__13,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,13,1,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__14,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,14,1,140.0,140.0,81.0,2.1e-06,0.089,0.000669999,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,2.0,True,,0.75,j-,4.1,0.0931298,1.714,1.714,1.7
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__15,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,15,1,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j-,3.32,0.0401697,1.827,1.827,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__16,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,16,1,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j-,3.32,0.0401697,1.798,1.798,1.83
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__17,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,17,1,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j-,3.32,0.0427443,1.846,1.846,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__18,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,18,1,96.0,96.0,72.0,3.2e-06,0.0762,0.000739978,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,,0.75,i,3.14,0.0702979,2.0,2.0,2.0
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__19,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,19,1,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,i,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi__20,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_suffix-epi,20,1,96.0,96.0,72.0,3.2e-06,0.0762,0.00071998,90.0,,,,,,,,,0,,False,,0.75,j-,3.11,0.0683981,2.0,2.0,2.0
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,1,893,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,2,846,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,3,283,96.0,96.0,72.0,3.2e-06,0.0762,0.00071998,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,,0.75,j,3.11,0.0683981,2.0,2.0,2.0
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,4,31,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,5,28,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,i-,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,6,27,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,i,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__7,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,7,18,140.0,140.0,81.0,2.1e-06,0.089,0.000669999,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,2.0,False,,0.75,j,4.1,0.0931298,1.714,1.714,1.7
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__8,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,8,15,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,,,,,,,,,0,,True,2.0,1.0,j,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__9,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,9,11,96.0,96.0,72.0,3.2e-06,0.0762,0.00071998,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,,0.75,j,3.11,0.0683981,2.0,2.0,2.0
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__10,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,10,7,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j-,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__11,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,11,6,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,,,,,,,,,0,,False,2.0,1.0,j,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__12,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,12,6,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__13,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,13,5,84.0,84.0,60.0,3.5e-06,0.1002,0.000414993,90.0,,,,,,,,,0,,True,2.0,1.0,j,3.32,0.0427443,2.405,2.405,2.4
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__14,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,14,5,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,i,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__15,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,15,5,104.0,104.0,60.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j,3.32,0.0401697,1.798,1.798,2.4
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__16,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,16,3,140.0,140.0,81.0,2.1e-06,0.089,0.000669999,90.0,,,,,,,,,0,2.0,False,,0.75,j,4.1,0.0931298,1.714,1.714,1.7
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__17,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,17,3,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,,,,,,,,,60,,True,,1.0,j,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__18,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,18,2,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j-,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__19,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,19,1,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,i,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__20,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,20,1,104.0,104.0,39.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__21,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,21,1,104.0,104.0,72.0,3.5e-06,0.1002,0.000498801,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j,3.44,0.0513765,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__22,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,22,1,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,True,2.0,1.0,j-,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__23,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,23,1,140.0,140.0,81.0,2.1e-06,0.089,0.000669999,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,2.0,True,,0.75,j,4.1,0.0931298,1.714,1.714,1.7
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__24,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,24,1,104.0,104.0,72.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j,3.32,0.0401697,1.827,1.827,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__25,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,25,1,104.0,104.0,39.0,3.3e-06,0.1002,0.000389997,90.0,acquisition-64dir_datatype-dwi_suffix-dwi,,,,,,,,0,,False,2.0,1.0,j-,3.32,0.0401697,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__26,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,26,1,96.0,96.0,72.0,3.2e-06,0.0762,0.00071998,90.0,,,,,,,,,0,,False,,0.75,j,3.11,0.0683981,2.0,2.0,2.0
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__27,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,27,1,104.0,104.0,72.0,3.5e-06,0.1002,0.000414993,90.0,,,,,,,,,0,,True,2.0,1.0,i,3.32,0.0427443,1.798,1.798,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi__28,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_suffix-epi,28,1,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,,,,,,,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__1,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,1,439,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__2,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,2,271,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,True,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__3,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,3,260,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__4,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,4,246,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__5,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,5,142,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,60,,True,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__6,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,6,101,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,False,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__7,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,7,93,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__8,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,8,73,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,datatype-func_suffix-bold_task-rest,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__9,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,9,53,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__10,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,10,39,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__11,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,11,32,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,,,,,,,,,60,,True,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__12,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,12,32,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__13,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,13,30,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-rest,,,,,,,60,,False,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__14,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,14,24,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__15,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,15,21,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__16,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,16,20,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-rest,,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__17,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,17,20,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,60,,False,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__18,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,18,20,90.0,90.0,60.0,2e-06,0.08,0.000510012,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,0,,True,,1.0,j-,7.03,0.045391,2.4,2.4,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__19,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,19,18,84.0,84.0,60.0,2.6e-06,0.0512,0.000550001,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-1_suffix-bold_task-rest,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j-,5.301,0.04565,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__20,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,20,17,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-2_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,60,,True,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
,,,,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi__21,acquisition-fMRI_datatype-fmap_direction-AP_fmap-epi_suffix-epi,21,16,84.0,84.0,60.0,2.6e-06,0.0512,0.00049999,90.0,datatype-func_run-1_suffix-bold_task-peer,datatype-func_run-3_suffix-bold_task-peer,datatype-func_suffix-bold_task-movieDM,datatype-func_suffix-bold_task-movieTP,,,,,60,,False,,1.0,j-,5.301,0.0414992,2.405,2.405,2.4
