KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,KeyGroupCount,Modality,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3,FilePath
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20579/ses-1/anat/sub-20579_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20528/ses-2/anat/sub-20528_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20529/ses-1/anat/sub-20529_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20529/ses-2/anat/sub-20529_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20530/ses-1/anat/sub-20530_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20530/ses-2/anat/sub-20530_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20532/ses-2/anat/sub-20532_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20535/ses-1/anat/sub-20535_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20539/ses-1/anat/sub-20539_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20541/ses-1/anat/sub-20541_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20541/ses-2/anat/sub-20541_ses-2_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20544/ses-1/anat/sub-20544_ses-1_rec-refaced_run-1_T1w.nii.gz
datatype-anat_reconstruction-refaced_run-1_suffix-T1w__1,datatype-anat_reconstruction-refaced_run-1_suffix-T1w,1,715,256,256,152,0.0042,,15,False,902,anat,0,,True,,,0.011,,False,0.9375,0.9375,1.2,/cbica/projects/RBC/HRC/working/HRC_datalad/sub-20544/ses-2/anat/sub-20544_ses-2_rec-refaced_run-1_T1w.nii.gz
