image_file,ave_score
NDARCF052AE0_VNavNorm_A2,0.5
NDARCF052AE0_VNavNorm_A3,1
NDARCF052AE0_VNavNorm_S1,1
NDARCF052AE0_VNavNorm_S2,0.833333333333333
NDARCF052AE0_VNavNorm_S3,0.833333333333333
NDARCG159AAP_HCP_A1,0.166666666666667
NDARCG159AAP_HCP_A2,0.833333333333333
NDARCG159AAP_HCP_A3,0.5
NDARCG159AAP_HCP_S1,1
NDARCG159AAP_HCP_S2,0.333333333333333
NDARCG159AAP_HCP_S3,0.666666666666667
NDARCG159AAP_VNavNorm_A1,0.166666666666667
NDARCG159AAP_VNavNorm_A2,0.833333333333333
NDARCG159AAP_VNavNorm_A3,1
NDARCG159AAP_VNavNorm_S1,0.666666666666667
NDARCG159AAP_VNavNorm_S2,1
NDARCG159AAP_VNavNorm_S3,1
NDARCG808HDJ_HCP_A1,0.666666666666667
NDARCG808HDJ_HCP_A2,0.666666666666667
NDARCG808HDJ_HCP_A3,1
NDARCG808HDJ_HCP_S1,0.833333333333333
NDARCG808HDJ_HCP_S2,0.666666666666667
NDARCG808HDJ_HCP_S3,0.833333333333333
NDARCG808HDJ_VNavNorm_A1,0.666666666666667
NDARCG808HDJ_VNavNorm_A2,0.833333333333333
NDARCG808HDJ_VNavNorm_A3,1
NDARCG808HDJ_VNavNorm_S1,1
NDARCG808HDJ_VNavNorm_S2,1
NDARCG808HDJ_VNavNorm_S3,1
NDARCH514JCT_HCP_A1,0.166666666666667
NDARCH514JCT_HCP_A2,0.166666666666667
NDARCH514JCT_HCP_A3,0
NDARCH514JCT_HCP_S1,0
NDARCH514JCT_HCP_S2,0
NDARCH514JCT_HCP_S3,0
NDARCH514JCT_VNavNorm_A1,0
NDARCH514JCT_VNavNorm_A2,0.333333333333333
NDARCH514JCT_VNavNorm_A3,0.166666666666667
NDARCH514JCT_VNavNorm_S1,0
NDARCH514JCT_VNavNorm_S2,0.166666666666667
NDARCH514JCT_VNavNorm_S3,0.333333333333333
NDARCH889NUF_HCP_A1,0.166666666666667
NDARCH889NUF_HCP_A2,0.166666666666667
NDARCH889NUF_HCP_A3,0.666666666666667
NDARCH889NUF_HCP_S1,0.166666666666667
NDARCH889NUF_HCP_S2,0.333333333333333
NDARCH889NUF_HCP_S3,0.166666666666667
NDARCH889NUF_VNavNorm_A1,0.166666666666667
NDARCH889NUF_VNavNorm_A2,0
NDARCH889NUF_VNavNorm_A3,0.333333333333333
NDARCH889NUF_VNavNorm_S1,0.166666666666667
NDARCH889NUF_VNavNorm_S2,0
NDARCH889NUF_VNavNorm_S3,0.166666666666667
NDARCL008HLA_HCP_A1,0
NDARCL008HLA_HCP_A2,0
NDARCL008HLA_HCP_A3,0.666666666666667
NDARCL008HLA_HCP_S1,0.166666666666667
NDARCL008HLA_HCP_S2,0.333333333333333
NDARCL008HLA_HCP_S3,0.5
NDARCL008HLA_VNavNorm_A1,0.5
NDARCL008HLA_VNavNorm_A2,0.833333333333333
NDARCL008HLA_VNavNorm_A3,1
NDARCL008HLA_VNavNorm_S1,0.5
NDARCL008HLA_VNavNorm_S2,0.5
NDARCL008HLA_VNavNorm_S3,0.833333333333333
NDARCN500KJG_HCP_A1,0
NDARCN500KJG_HCP_A2,0.166666666666667
NDARCN500KJG_HCP_A3,0.5
