Notes,ManualCheck,MergeInto,RenameKeyGroup,KeyParamGroup,KeyGroup,ParamGroup,Counts,Dim1Size,Dim2Size,Dim3Size,EchoTime,EffectiveEchoSpacing,FlipAngle,HasFieldmap,KeyGroupCount,Modality,MultibandAccelerationFactor,NSliceTimes,NumVolumes,Obliquity,ParallelReductionFactorInPlane,PartialFourier,PhaseEncodingDirection,RepetitionTime,TotalReadoutTime,UsedAsFieldmap,VoxelSizeDim1,VoxelSizeDim2,VoxelSizeDim3
,,,acquisition-dwiVARIANTDim3SizeVoxelSizeDim3_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,2,5,104,104,60,0.1,0.0004,90,False,81,fmap,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,2.4
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-AP_fmap-epi_session-HBNsiteCUNY_suffix-epi,3,3,104,104,72,0.1,0.0004,90,False,81,fmap,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__1,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,1,65,104,104,72,0.1,0.0004,90,False,81,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirection_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__2,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,2,6,104,104,72,0.1,0.0004,90,False,81,fmap,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTDim3SizeVoxelSizeDim3_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__3,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,3,5,104,104,60,0.1,0.0004,90,False,81,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.8,1.8,2.4
,,,acquisition-dwiVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__4,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,4,2,104,104,72,0.1,0.0004,90,False,81,fmap,,0,1.0,True,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTDim3Size_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__5,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,5,1,104,104,39,0.1,0.0004,90,False,81,fmap,,0,1.0,False,2.0,1.0,j,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirectionDim3Size_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__6,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,6,1,104,104,39,0.1,0.0004,90,False,81,fmap,,0,1.0,False,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,acquisition-dwiVARIANTPhaseEncodingDirectionObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__7,acquisition-dwi_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,7,1,104,104,72,0.1,0.0004,90,False,81,fmap,,0,1.0,True,2.0,1.0,j-,3.32,0.04,True,1.8,1.8,1.8
,,,,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__1,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,1,76,84,84,60,0.051,0.0005,90,False,77,fmap,,60,1.0,False,,1.0,j,5.301,0.04,True,2.4,2.4,2.4
,,,acquisition-fMRIVARIANTObliquity_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi__2,acquisition-fMRI_datatype-fmap_direction-PA_fmap-epi_session-HBNsiteCUNY_suffix-epi,2,1,84,84,60,0.051,0.0005,90,False,77,fmap,,60,1.0,True,,1.0,j,5.301,0.04,True,2.4,2.4,2.4
,,,,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer__1,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,1,1131,84,84,60,0.03,0.0006,31,True,1155,func,6.0,60,135.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer__2,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,2,13,84,84,60,0.03,0.0006,31,True,1155,func,6.0,60,135.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer__3,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,3,7,84,84,60,0.03,0.0006,31,False,1155,func,6.0,60,135.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTEchoTimeEffectiveEchoSpacingPhaseEncodingDirectionTotalReadoutTime_datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer__4,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,4,3,84,84,60,0.036000000000000004,0.0007,31,True,1155,func,6.0,60,135.0,True,,1.0,i,0.8,0.06,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquityNoFmap_datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer__5,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-peer,5,1,84,84,60,0.03,0.0006,31,False,1155,func,6.0,60,135.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP__1,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,1,1033,84,84,60,0.03,0.0006,31,True,1046,func,6.0,60,250.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP__2,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,2,8,84,84,60,0.03,0.0006,31,True,1046,func,6.0,60,250.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP__3,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,3,3,84,84,60,0.03,0.0006,31,False,1046,func,6.0,60,250.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP__4,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,4,1,84,84,60,0.03,0.0006,31,True,1046,func,6.0,60,227.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTPhaseEncodingDirection_datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP__5,datatype-func_session-HBNsiteRU_suffix-bold_task-movieTP,5,1,84,84,60,0.03,0.0006,31,True,1046,func,6.0,60,250.0,True,,1.0,i,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer__1,datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer,1,1020,84,84,60,0.03,0.0006,31,True,1035,func,6.0,60,135.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer__2,datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer,2,10,84,84,60,0.03,0.0006,31,True,1035,func,6.0,60,135.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer__3,datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer,3,4,84,84,60,0.03,0.0006,31,False,1035,func,6.0,60,135.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTPhaseEncodingDirection_datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer__4,datatype-func_run-3_session-HBNsiteRU_suffix-bold_task-peer,4,1,84,84,60,0.03,0.0006,31,True,1035,func,6.0,60,135.0,True,,1.0,i,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__1,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,1,980,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,750.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__2,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,2,9,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,750.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__3,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,3,4,84,84,60,0.03,0.0006,31,False,1001,func,6.0,60,750.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__4,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,4,1,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,340.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__5,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,5,1,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,748.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__6,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,6,1,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,657.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__7,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,7,1,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__8,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,8,1,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,289.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__9,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,9,1,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,574.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumesObliquity_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__10,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,10,1,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,749.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM__11,datatype-func_session-HBNsiteRU_suffix-bold_task-movieDM,11,1,84,84,60,0.03,0.0006,31,True,1001,func,6.0,60,594.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest__1,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,1,924,84,84,60,0.03,0.0006,31,True,948,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest__2,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,2,11,84,84,60,0.03,0.0006,31,True,948,func,6.0,60,375.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest__3,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,3,11,84,84,60,0.03,0.0006,31,False,948,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest__4,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,4,1,84,84,60,0.03,0.0006,31,True,948,func,6.0,60,252.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest__5,datatype-func_run-1_session-HBNsiteRU_suffix-bold_task-rest,5,1,84,84,60,0.03,0.0006,31,True,948,func,6.0,60,374.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest__1,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,1,887,84,84,60,0.03,0.0006,31,True,904,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest__2,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,2,8,84,84,60,0.03,0.0006,31,True,904,func,6.0,60,375.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest__3,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,3,7,84,84,60,0.03,0.0006,31,False,904,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest__4,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,4,1,84,84,60,0.03,0.0006,31,True,904,func,6.0,60,263.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest__5,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-rest,5,1,84,84,60,0.03,0.0006,31,True,904,func,6.0,60,294.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest__1,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,1,706,84,84,60,0.03,0.0006,31,True,826,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest__2,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,2,94,84,84,60,0.03,0.0006,31,True,826,func,6.0,60,375.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
Abcd,,,acquisition-ABCD_datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest__3,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,3,23,90,90,66,0.03,0.0005,52,True,826,func,6.0,66,370.0,True,,1.0,j-,0.8,0.04,False,2.4,2.4,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest__4,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,4,1,84,84,60,0.03,0.0006,31,True,826,func,6.0,60,303.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest__5,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,5,1,84,84,60,0.03,0.0006,31,False,826,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquityNoFmap_datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest__6,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-rest,6,1,84,84,60,0.03,0.0006,31,False,826,func,6.0,60,375.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest__1,datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest,1,695,84,84,60,0.03,0.0006,31,True,811,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest,datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest__2,datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest,2,92,84,84,60,0.03,0.0006,31,True,811,func,6.0,60,375.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
Abcd,,,acquisition-ABCD_datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest,datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest__3,datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest,3,23,90,90,66,0.03,0.0005,52,True,811,func,6.0,66,370.0,True,,1.0,j-,0.8,0.04,False,2.4,2.4,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest,datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest__4,datatype-func_run-2_session-HBNsiteCBIC_suffix-bold_task-rest,4,1,84,84,60,0.03,0.0006,31,False,811,func,6.0,60,375.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer__1,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,1,774,84,84,60,0.03,0.0006,31,True,786,func,6.0,60,135.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer__2,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,2,5,84,84,60,0.03,0.0006,31,True,786,func,6.0,60,135.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNoFmap_datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer__3,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,3,5,84,84,60,0.03,0.0006,31,False,786,func,6.0,60,135.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer__4,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,4,1,84,84,60,0.03,0.0006,31,True,786,func,6.0,60,134.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquityNoFmap_datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer__5,datatype-func_run-2_session-HBNsiteRU_suffix-bold_task-peer,5,1,84,84,60,0.03,0.0006,31,False,786,func,6.0,60,135.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-peer__1,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-peer,1,644,84,84,60,0.03,0.0006,31,True,737,func,6.0,60,135.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-peer,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-peer__2,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-peer,2,69,84,84,60,0.03,0.0006,31,True,737,func,6.0,60,135.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
Abcd,,,acquisition-ABCD_datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-peer,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-peer__3,datatype-func_run-1_session-HBNsiteCBIC_suffix-bold_task-peer,3,24,90,90,66,0.03,0.0005,52,True,737,func,6.0,66,135.0,True,,1.0,j-,0.8,0.04,False,2.4,2.4,2.4
,,,,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM__1,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,1,630,84,84,60,0.03,0.0006,31,True,724,func,6.0,60,750.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
,,,acquisition-VARIANTObliquity_datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM__2,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,2,67,84,84,60,0.03,0.0006,31,True,724,func,6.0,60,750.0,False,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
Abcd,,,acquisition-ABCD_datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM__3,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,3,21,90,90,66,0.03,0.0005,52,True,724,func,6.0,66,752.0,True,,1.0,j-,0.8,0.04,False,2.4,2.4,2.4
Abcd,,,acquisition-ABCD_datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM__4,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,4,2,90,90,66,0.03,0.0005,52,True,724,func,6.0,66,748.0,True,,1.0,j-,0.8,0.04,False,2.4,2.4,2.4
,,,acquisition-VARIANTNumVolumes_datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM__5,datatype-func_session-HBNsiteCBIC_suffix-bold_task-movieDM,5,1,84,84,60,0.03,0.0006,31,True,724,func,6.0,60,353.0,True,,1.0,j-,0.8,0.05,False,2.4290000000000003,2.4290000000000003,2.4
